uniqueid,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,staxids
444,Met170.1;size=4;,gi|1101017192|gb|KU494255.1|,99.042,313,3,0,1,313,346,658,7.27E-158,568,1915159
445,Met170.2;size=4;,gi|1101017180|gb|KU494249.1|,99.361,313,2,0,1,313,338,650,7.27E-158,568,1915159
446,Met170.2;size=4;,gi|1101017176|gb|KU494247.1|,99.361,313,2,0,1,313,346,658,7.27E-158,568,1915159
447,Met170.2;size=4;,gi|1101017192|gb|KU494255.1|,98.403,313,5,0,1,313,346,658,1.57E-154,556,1915159
448,Met170.3;size=2;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
449,Met170.3;size=2;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
450,Met170.3;size=2;,gi|157863080|gb|EF555594.1|,98.947,285,3,0,29,313,1,285,1.24E-140,510,460827
451,Met170.4;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
452,Met170.4;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
453,Met170.4;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
454,Met170.5;size=4;,gi|1101017180|gb|KU494249.1|,99.361,313,2,0,1,313,338,650,7.27E-158,568,1915159
455,Met170.5;size=4;,gi|1101017176|gb|KU494247.1|,99.361,313,2,0,1,313,346,658,7.27E-158,568,1915159
456,Met170.5;size=4;,gi|1101017192|gb|KU494255.1|,98.403,313,5,0,1,313,346,658,1.57E-154,556,1915159
457,Met170.6;size=4;,gi|1101017180|gb|KU494249.1|,99.681,313,1,0,1,313,338,650,1.56E-159,573,1915159
458,Met170.6;size=4;,gi|1101017176|gb|KU494247.1|,99.681,313,1,0,1,313,346,658,1.56E-159,573,1915159
459,Met170.6;size=4;,gi|1101017192|gb|KU494255.1|,98.722,313,4,0,1,313,346,658,3.38E-156,562,1915159
460,Met171.1;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
461,Met171.1;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
462,Met171.1;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
463,Met171.3;size=3;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
464,Met171.3;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
465,Met171.3;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
466,Met171.4;size=3;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
467,Met171.4;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
468,Met171.4;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
469,Met172.1;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
470,Met172.1;size=2;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
471,Met172.1;size=2;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
472,Met172.2;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
473,Met172.2;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
474,Met172.2;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
475,Met173.1;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
476,Met173.1;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
477,Met173.1;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
478,Met173.3;size=2;,gi|332801940|gb|JF793220.1|,98.718,312,4,0,1,312,345,656,5.64E-154,555,1031123
479,Met173.3;size=2;,gi|157863082|gb|EF555595.1|,99.644,281,1,0,32,312,1,281,9.57E-142,514,460827
480,Met173.3;size=2;,gi|157863080|gb|EF555594.1|,99.296,284,2,0,29,312,1,284,9.57E-142,514,460827
481,Met173.4;size=2;,gi|909735526|gb|KM831271.1|,81.618,272,50,0,1,272,348,619,4.89E-55,226,1687100
482,Met173.4;size=2;,gi|909724470|gb|KM825743.1|,81.197,234,44,0,1,234,348,581,6.42E-44,189,1687099;1687101
483,Met174.1;size=2;,gi|1616390602|gb|CP038810.1|,75.439,342,78,4,12,350,364960,364622,1.63E-35,161,2518177
484,Met174.2;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
485,Met174.2;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
486,Met174.2;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
487,Met174.3;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
488,Met174.3;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
489,Met174.3;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
490,Met174.4;size=3;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
491,Met174.4;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
492,Met174.4;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
493,Met174.5;size=2;,gi|1616390602|gb|CP038810.1|,75.731,342,77,4,14,352,364960,364622,3.53E-37,167,2518177
494,Met175.1;size=1;,gi|1496531422|gb|MG766255.1|,100,313,0,0,1,313,350,662,3.36E-161,579,6956
495,Met175.1;size=1;,gi|1496531420|gb|MG766254.1|,100,313,0,0,1,313,350,662,3.36E-161,579,6956
496,Met175.1;size=1;,gi|1496531418|gb|MG766253.1|,100,313,0,0,1,313,350,662,3.36E-161,579,6956
497,Met176.1;size=1;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
498,Met176.1;size=1;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
499,Met176.1;size=1;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
500,Met177.1;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
501,Met177.1;size=2;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
502,Met177.1;size=2;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
503,Met177.2;size=2;,gi|332801940|gb|JF793220.1|,98.403,313,5,0,1,313,345,657,7.32E-153,551,1031123
504,Met177.2;size=2;,gi|157863082|gb|EF555595.1|,99.291,282,2,0,32,313,1,282,1.24E-140,510,460827
505,Met177.2;size=2;,gi|157863080|gb|EF555594.1|,98.947,285,3,0,29,313,1,285,1.24E-140,510,460827
506,Met178.1;size=1;,gi|10045281|emb|AL136147.10|,100,138,0,0,1,138,44099,43962,2.42E-64,255,9606
507,Met178.1;size=1;,gi|10045281|emb|AL136147.10|,93.103,87,6,0,3,89,57212,57298,5.50E-26,128,9606
508,Met178.1;size=1;,gi|10045281|emb|AL136147.10|,96.825,63,1,1,29,90,13457,13519,9.27E-19,104,9606
509,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,100,88,0,0,1,88,4574199,4574112,1.51E-36,163,111789
510,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,100,88,0,0,1,88,81675481,81675394,1.51E-36,163,111789
511,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.802,91,1,1,1,90,5798741,5798831,2.52E-34,156,111789
512,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.778,90,2,0,1,90,48609811,48609900,2.52E-34,156,111789
513,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.802,91,1,1,1,90,82900023,82900113,2.52E-34,156,111789
514,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,98.837,86,1,0,1,86,28881306,28881391,9.08E-34,154,111789
515,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.753,89,2,0,1,89,51820743,51820831,9.08E-34,154,111789
516,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.753,89,2,0,1,89,69613482,69613394,9.08E-34,154,111789
517,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.727,88,2,0,1,88,25792550,25792637,3.26E-33,152,111789
518,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.701,87,2,0,1,87,1113898,1113984,1.17E-32,150,111789
519,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.667,90,3,0,1,90,3684496,3684585,1.17E-32,150,111789
520,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.667,90,3,0,1,90,20191728,20191639,1.17E-32,150,111789
521,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.667,90,3,0,1,90,43361715,43361626,1.17E-32,150,111789
522,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.667,90,3,0,1,90,50081823,50081912,1.17E-32,150,111789
523,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.701,87,2,0,1,87,50831945,50832031,1.17E-32,150,111789
524,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.667,90,3,0,1,90,51806749,51806660,1.17E-32,150,111789
525,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.701,87,2,0,1,87,78215180,78215266,1.17E-32,150,111789
526,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.667,90,3,0,1,90,80785778,80785867,1.17E-32,150,111789
527,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.629,89,3,0,1,89,6508715,6508803,4.22E-32,148,111789
528,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.674,86,2,0,4,89,10247689,10247604,4.22E-32,148,111789
529,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.629,89,3,0,1,89,13741516,13741428,4.22E-32,148,111789
530,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.629,89,3,0,1,89,13952878,13952966,4.22E-32,148,111789
531,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.629,89,3,0,1,89,70867785,70867697,4.22E-32,148,111789
532,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.629,89,3,0,1,89,76902224,76902136,4.22E-32,148,111789
533,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.629,89,3,0,1,89,83609997,83610085,4.22E-32,148,111789
534,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,6367931,6368018,1.52E-31,147,111789
535,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,9758310,9758397,1.52E-31,147,111789
536,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,13200906,13200819,1.52E-31,147,111789
537,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,34629552,34629465,1.52E-31,147,111789
538,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,39776798,39776885,1.52E-31,147,111789
539,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,41410984,41410897,1.52E-31,147,111789
540,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,42498507,42498594,1.52E-31,147,111789
541,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.591,88,3,0,1,88,83469213,83469300,1.52E-31,147,111789
542,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,959323,959412,5.46E-31,145,111789
543,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,20899570,20899481,5.46E-31,145,111789
544,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,35838132,35838043,5.46E-31,145,111789
545,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.552,87,3,0,1,87,41559540,41559454,5.46E-31,145,111789
546,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.552,87,3,0,1,87,42831985,42832071,5.46E-31,145,111789
547,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,45055802,45055891,5.46E-31,145,111789
548,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,46809809,46809898,5.46E-31,145,111789
549,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.552,87,3,0,1,87,48015494,48015580,5.46E-31,145,111789
550,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,53790623,53790534,5.46E-31,145,111789
551,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,54699910,54699821,5.46E-31,145,111789
552,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,57139577,57139488,5.46E-31,145,111789
553,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,4,0,1,90,74407043,74407132,5.46E-31,145,111789
554,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,4,0,1,89,1019958,1020046,1.96E-30,143,111789
555,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,4,0,1,89,13685263,13685175,1.96E-30,143,111789
556,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,4,0,1,89,26551520,26551432,1.96E-30,143,111789
557,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,4,0,2,90,38384028,38384116,1.96E-30,143,111789
558,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.556,90,3,1,1,90,46039795,46039707,1.96E-30,143,111789
559,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,4,0,1,89,62114536,62114448,1.96E-30,143,111789
560,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,4,0,1,89,78121240,78121328,1.96E-30,143,111789
561,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,9260161,9260074,7.07E-30,141,111789
562,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,12125654,12125741,7.07E-30,141,111789
563,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,13784938,13785025,7.07E-30,141,111789
564,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,3,90,14412445,14412532,7.07E-30,141,111789
565,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,14566196,14566109,7.07E-30,141,111789
566,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,19453517,19453604,7.07E-30,141,111789
567,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,20389891,20389978,7.07E-30,141,111789
568,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,20997533,20997446,7.07E-30,141,111789
569,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,25421525,25421612,7.07E-30,141,111789
570,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,25783723,25783810,7.07E-30,141,111789
571,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.471,85,3,0,4,88,26231923,26231839,7.07E-30,141,111789
572,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,26449015,26449102,7.07E-30,141,111789
573,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,26790735,26790648,7.07E-30,141,111789
574,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,27272179,27272092,7.07E-30,141,111789
575,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,27470842,27470755,7.07E-30,141,111789
576,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,29798652,29798739,7.07E-30,141,111789
577,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,31362381,31362294,7.07E-30,141,111789
578,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.471,85,3,0,1,85,31508358,31508442,7.07E-30,141,111789
579,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,34556848,34556761,7.07E-30,141,111789
580,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,36826101,36826014,7.07E-30,141,111789
581,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,37933955,37934042,7.07E-30,141,111789
582,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,38365598,38365511,7.07E-30,141,111789
583,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,39836244,39836331,7.07E-30,141,111789
584,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,40142685,40142598,7.07E-30,141,111789
585,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,42541453,42541540,7.07E-30,141,111789
586,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,43101277,43101364,7.07E-30,141,111789
587,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,44865210,44865297,7.07E-30,141,111789
588,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,46942316,46942229,7.07E-30,141,111789
589,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.506,89,3,1,3,90,47227467,47227555,7.07E-30,141,111789
590,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,47459135,47459048,7.07E-30,141,111789
591,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,50870745,50870832,7.07E-30,141,111789
592,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,51159551,51159464,7.07E-30,141,111789
593,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,53813718,53813631,7.07E-30,141,111789
594,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,58514548,58514461,7.07E-30,141,111789
595,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,58615922,58615835,7.07E-30,141,111789
596,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,60691963,60692050,7.07E-30,141,111789
597,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,62713030,62712943,7.07E-30,141,111789
598,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,62795583,62795496,7.07E-30,141,111789
599,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,64909445,64909532,7.07E-30,141,111789
600,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,65906691,65906778,7.07E-30,141,111789
601,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,66407580,66407493,7.07E-30,141,111789
602,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,68781087,68781174,7.07E-30,141,111789
603,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,71126615,71126702,7.07E-30,141,111789
604,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,71300096,71300009,7.07E-30,141,111789
605,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,71480156,71480069,7.07E-30,141,111789
606,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,73751830,73751743,7.07E-30,141,111789
607,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,75118546,75118633,7.07E-30,141,111789
608,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,75182733,75182820,7.07E-30,141,111789
609,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,4,0,1,88,75285227,75285140,7.07E-30,141,111789
610,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.402,87,4,0,1,87,3980033,3979947,2.54E-29,139,111789
611,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,6790258,6790169,2.54E-29,139,111789
612,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,7692301,7692390,2.54E-29,139,111789
613,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.402,87,4,0,4,90,8641411,8641325,2.54E-29,139,111789
614,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.402,87,4,0,1,87,10645498,10645412,2.54E-29,139,111789
615,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,11463798,11463887,2.54E-29,139,111789
616,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,22842276,22842187,2.54E-29,139,111789
617,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.402,87,4,0,1,87,26556978,26556892,2.54E-29,139,111789
618,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,32254724,32254813,2.54E-29,139,111789
619,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,42001453,42001542,2.54E-29,139,111789
620,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.455,88,3,1,1,88,43042454,43042540,2.54E-29,139,111789
621,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,47953031,47952942,2.54E-29,139,111789
622,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,51151222,51151133,2.54E-29,139,111789
623,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,66854675,66854764,2.54E-29,139,111789
624,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,69936874,69936785,2.54E-29,139,111789
625,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,73306981,73306892,2.54E-29,139,111789
626,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.402,87,4,0,1,87,81081315,81081229,2.54E-29,139,111789
627,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,83891540,83891451,2.54E-29,139,111789
628,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,5,0,1,90,84793583,84793672,2.54E-29,139,111789
629,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,1746868,1746780,9.14E-29,137,111789
630,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.919,99,6,2,1,97,4872697,4872795,9.14E-29,137,111789
631,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,6017648,6017736,9.14E-29,137,111789
632,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,9967194,9967282,9.14E-29,137,111789
633,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,4,1,1,90,10164179,10164267,9.14E-29,137,111789
634,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,1,86,14193909,14193994,9.14E-29,137,111789
635,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,14495468,14495380,9.14E-29,137,111789
636,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,1,86,14746015,14746100,9.14E-29,137,111789
637,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,3,88,24718836,24718921,9.14E-29,137,111789
638,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,3,88,29970685,29970600,9.14E-29,137,111789
639,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,32604876,32604788,9.14E-29,137,111789
640,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,90,4,1,1,90,40117286,40117374,9.14E-29,137,111789
641,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,1,86,40861433,40861348,9.14E-29,137,111789
642,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,1,86,40896033,40895948,9.14E-29,137,111789
643,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,51008294,51008382,9.14E-29,137,111789
644,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.349,86,4,0,1,86,58476108,58476193,9.14E-29,137,111789
645,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,97.5,80,2,0,10,89,61405703,61405624,9.14E-29,137,111789
646,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,78848150,78848062,9.14E-29,137,111789
647,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.919,99,6,2,1,97,81973979,81974077,9.14E-29,137,111789
648,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,5,0,1,89,83118930,83119018,9.14E-29,137,111789
649,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,31210,31123,3.29E-28,135,111789
650,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,531113,531026,3.29E-28,135,111789
651,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,961472,961559,3.29E-28,135,111789
652,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,1135574,1135661,3.29E-28,135,111789
653,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,1344702,1344615,3.29E-28,135,111789
654,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,1902487,1902400,3.29E-28,135,111789
655,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,3729176,3729089,3.29E-28,135,111789
656,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,4871299,4871212,3.29E-28,135,111789
657,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,4999542,4999455,3.29E-28,135,111789
658,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,5323084,5323171,3.29E-28,135,111789
